City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
697,Altamont,US,42.2068,-121.7372,30.78,88,1,3.44,clear sky
698,Vanersborg,SE,58.3807,12.3234,45.77,87,90,11.5,overcast clouds
699,Borogontsy,RU,62.6683,131.1683,-20.07,99,100,0.85,overcast clouds
700,Le Port,RE,-20.9373,55.2919,78.8,75,11,9.98,few clouds
701,Niesky,DE,51.2924,14.8211,43.43,88,100,3.58,overcast clouds
702,Baruun-Urt,MN,46.6806,113.2792,6.94,92,7,4.14,clear sky
703,Kamina,CD,-8.7386,24.9906,71.73,74,98,3.06,light rain
704,West Bay,KY,19.3667,-81.4167,82.47,74,75,7.0,broken clouds
705,Sahuaripa,MX,29.05,-109.2333,72.03,46,81,0.83,broken clouds
706,Sobolevo,RU,54.4299,31.8996,32.74,92,95,15.82,overcast clouds
707,Madera,US,37.1666,-119.8343,57.76,89,9,1.01,clear sky
708,Bhitarwar,IN,25.8,78.1167,64.78,36,0,3.09,clear sky
709,Homer,US,59.6425,-151.5483,21.07,73,90,3.44,overcast clouds
